	target_index	dist	ori_index
192	5798	12.300000000000182	192
193	6872	15.002999700059807	193
194	8020	14.649232061784337	194
195	9210	15.938946012832616	195
196	10431	12.103718436910123	196
197	11662	19.582900704441123	197
198	12922	23.103679360655644	198
199	14160	7.424284477307902	199
200	15425	9.459386872308366	200
201	16724	14.40277750991138	201
202	17857	11.903780911962002	202
203	18934	8.060397012554144	203
204	19869	5.547071299343314	204
205	250	19.572685048301327	205
206	608	19.304144632694996	206
207	1060	20.60728026693478	207
208	1617	22.199999999999818	208
209	2382	15.358710883404283	209
210	3285	19.576005721290283	210
211	4267	21.100947846009554	211
212	5290	20.130822139197395	212
213	6329	21.80573319106689	213
214	7439	21.424518664371266	214
215	8613	19.794191067078177	215
216	9824	26.60469883310102	216
217	11051	5.283937925449658	217
218	12292	19.006577808747966	218
219	13542	20.220039564748486	219
220	14782	23.148218073968685	220
221	16087	19.409276132818388	221
222	17321	20.623530250662895	222
223	18393	23.940969069776827	223
224	19440	26.3281218471813	224
225	128	5.869412236331413	225
226	415	8.64002314811674	226
227	830	10.617438485811848	227
228	1323	10.800462953040123	228
229	1969	7.611832893594057	229
230	2830	12.396773773849617	230
231	3774	10.735455276791944	231
232	4780	6.395310782127465	232
233	5805	11.14001795330715	233
234	6879	7.684399781375309	234
235	8027	9.202716990106609	235
236	9217	13.038404810405256	236
237	10438	13.49370223474626	237
238	11669	2.5	238
239	12929	6.11310068623151	239
240	14167	10.904127658826825	240
241	15432	12.726350615946243	241
242	16731	17.35309770617413	242
243	17864	12.003749414245538	243
244	18941	15.283978539634525	244
245	258	17.79100896520524	245
246	616	12.744018204632667	246
247	1068	24.182018112638612	247
248	1625	13.104579352272328	248
249	2390	20.08482013860179	249
250	3293	16.003124694884214	250
251	4274	16.189502771858407	251
252	5297	25.35133132598748	252
253	6337	20.33346994489633	253
254	7447	15.564703659240967	254
255	8621	21.780036730914357	255
256	9832	25.620499604808924	256
257	11058	24.254690268069744	257
258	12300	23.287979732042007	258
259	13550	25.988651369396006	259
260	14790	23.008259386577137	260
261	16095	23.100865784641027	261
262	17328	21.615735009478904	262
263	18401	24.091907354960536	263
264	19447	13.50037036529012	264
265	20224	28.053163814442957	265
266	135	20.523644900456	266
267	422	12.453513560437294	267
268	837	16.573774464496434	268
269	1330	17.572706109190932	269
270	1976	9.995999199679375	270
271	2837	12.82653499585946	271
272	3781	16.610839834277268	272
273	4787	14.807092894960595	273
274	5812	13.583077707205986	274
275	6886	9.724710792614365	275
276	8034	12.806248474865697	276
277	9224	14.148498153514394	277
278	10445	7.516648189186079	278
279	11676	4.964876634922967	279
280	12936	10.841586599755546	280
281	14174	16.264070831129583	281
282	15439	15.229576487874267	282
283	16738	13.609188072769436	283
284	17871	17.142053552593776	284
285	18948	16.813387523042287	285
286	19883	17.586642658563044	286
287	265	5.807753438292833	287
288	623	5.239274758972207	288
289	1075	6.1554853586048335	289
290	1632	4.332435804487121	290
291	2397	8.215229759416166	291
292	3300	5.818075283115949	292
293	4281	5.6320511361318895	293
294	5304	5.069516742254326	294
295	6344	5.869412236331413	295
296	7454	3.1064449134021648	296
297	8628	13.360014970051347	297
298	9839	10.833743581975236	298
299	11066	17.25253604546327	299
300	12307	20.05243127403747	300
301	13557	12.65898890117255	301
302	14797	15.32187978023555	302
303	16102	17.976929659983142	303
304	17335	14.63864747850753	304
305	18408	3.201562118717163	305
306	19454	3.8948684188295943	306
307	20232	16.78630394101123	307
308	429	26.779283037452736	308
309	845	24.597764126033486	309
310	1338	23.048861143232568	310
311	1983	25.93877406509363	311
312	2844	27.09686328710376	312
313	3789	25.953805116013744	313
314	4795	22.29484245290856	314
315	5819	23.07639486574988	315
316	6893	24.419049940568772	316
317	8041	26.394128134870805	317
318	9232	23.984161440417466	318
319	10452	22.432119828495956	319
320	11683	20.26079958935481	320
321	12943	23.148650068632165	321
322	14181	25.344230112592083	322
323	15447	24.46078494243398	323
324	16746	23.82015952927242	324
325	17878	21.838727069130666	325
326	18955	24.731558786295597	326
327	19891	22.870942263055227	327
328	20497	17.41551032844021	328
329	630	7.2801098892804434	329
330	1082	8.981091247727111	330
331	1639	15.85969734894091	331
332	2404	8.27345151674909	332
333	3307	9.080198235721438	333
334	4288	9.078546139113293	334
335	5311	12.301625908797469	335
336	6351	1.6278820596100823	336
337	7461	5.9908263203001635	337
338	8635	12.609916732477227	338
339	9846	10.568348972284973	339
340	11073	4.883646178830023	340
341	12314	2.657066051117161	341
342	13564	8.805112151472164	342
343	14804	8.256512580986751	343
344	16109	4.114608122288931	344
345	17342	1.4212670403552408	345
346	18415	30.3949008881421	346
347	19461	9.618731725129225	347
348	20239	4.024922359499621	348
349	852	13.79021392147312	349
350	1345	8.881441324469554	350
351	1991	23.03150016824824	351
352	2852	20.362956563328073	352
353	3796	13.433167906342888	353
354	4802	7.532595834106576	354
355	5827	17.91089054179008	355
356	6901	21.217445652104313	356
357	8049	13.713132391980889	357
358	9239	13.31803288778068	358
359	10460	21.40327077808458	359
360	11691	21.456001491424182	360
361	12951	17.961069010501706	361
362	14189	11.511733144926218	362
363	15454	12.020815280171602	363
364	16753	17.302600960549423	364
365	17886	20.31206537996588	365
366	18963	11.652038448272013	366
367	19898	11.029052543169737	367
368	20505	21.418916872708195	368
369	1089	22.328905033610823	369
370	1646	26.044769148525685	370
371	2411	20.671236053995308	371
372	3314	19.913814300630907	372
373	4295	24.768124676688437	373
374	5318	25.27706470300719	374
375	6358	12.461942063739103	375
376	7468	16.440194646049626	376
377	8642	19.374725804511566	377
378	9853	20.306649157356954	378
379	11080	11.588356225107868	379
380	12321	11.36353818139389	380
381	13571	18.214829123546213	381
382	14811	19.58290070444104	382
383	16116	11.250777750893702	383
384	17349	10.520931517694097	384
385	18422	19.051771571168505	385
386	19468	18.908199279677877	386
387	20246	4.509988913511824	387
388	20723	11.810588469674332	388
389	1352	17.14001166860743	389
390	1998	16.862087652482334	390
391	2859	22.95931183637714	391
392	3803	4.114608122288113	392
393	4809	3.8078865529316914	393
394	5834	11.810588469674217	394
395	6908	21.356029593536594	395
396	8056	12.741271522104995	396
397	9246	17.173526137634298	397
398	10467	21.092415698539785	398
399	11697	24.11327435252247	399
400	12958	24.547301277329588	400
401	14196	11.621101496846565	401
402	15461	16.62437968767591	402
403	16760	25.30494022913295	403
404	17893	16.40121946685637	404
405	18970	10.66677083282531	405
406	19904	53.703351850698944	406
407	20512	20.892343095019452	407
408	1653	21.31149924336642	408
409	2418	20.231905496022787	409
410	3321	24.624581214713455	410
411	4303	24.481829996958606	411
412	5325	20.448227307030752	412
413	6365	18.847015678881434	413
414	7475	16.100310556010825	414
415	8649	22.987170334775712	415
416	9860	19.840614909826012	416
417	11087	10.601886624559047	417
418	12328	10.999999999999636	418
419	13578	12.167168939404416	419
420	14818	20.096019506360236	420
421	16123	3.23882694814015	421
422	17356	4.317406628984403	422
423	18429	14.069825869569211	423
424	19476	16.719449751711448	424
425	2005	11.682893477217126	425
426	2866	0.5	426
427	3810	14.612323566086394	427
428	4816	10.186756107809348	428
429	5841	10.600471687618802	429
430	6915	15.065855435387707	430
431	8063	11.810588469674217	431
432	9253	11.968291440301924	432
433	10474	9.14166286842813	433
434	11705	11.59741350474343	434
435	12965	16.06549096666504	435
436	14203	6.85930025585714	436
437	15468	2.6172504656603413	437
438	16767	17.592327873251946	438
439	17900	11.322985472038438	439
440	18977	5.943904440685451	440
441	19909	13.213629327326773	441
442	2426	23.736048533823258	442
443	3329	12.47878199184567	443
444	4310	8.918520056601263	444
445	5333	3.8470768123340324	445
446	6373	18.227451824102932	446
447	7483	7.558438992279006	447
448	8657	17.839843048637256	448
449	9868	22.09524835796173	449
450	11094	20.800240383226527	450
451	12335	18.689301752606852	451
452	13585	24.608941464434974	452
453	14825	24.673264883270242	453
454	16130	18.429595763336515	454
455	17364	15.536087023442741	455
456	18437	25.088044961694326	456
457	19483	11.700427342622646	457
458	20257	23.03150016824783	458
459	2011	15.579473675320385	459
460	2873	12.637246535539392	460
461	3817	24.71942555966825	461
462	4823	13.867948658688277	462
463	5848	6.894200461257514	463
464	6922	12.983451005028929	464
465	8070	15.246311029229739	465
466	9260	14.7648230602334	466
467	10481	9.62548700066672	467
468	11712	8.300602387778492	468
469	12972	12.7455874717488	469
470	14210	11.228535078094326	470
471	15475	6.334824385884414	471
472	16774	8.254089895318973	472
473	17907	14.41839103367622	473
474	18984	17.541379649275143	474
475	19916	18.38069639594771	475
476	20521	8.109870529176506	476
477	20856	8.0430093870393	477
478	2433	19.333132182861114	478
479	3336	9.513148795220598	479
480	4317	11.85326959112969	480
481	5340	7.981227975694764	481
482	6380	6.964194138591785	482
483	7490	11.860016863394637	483
484	8664	18.258422713915316	484
485	9875	13.495184326269824	485
486	11102	17.622996340009664	486
487	12343	15.747063218264108	487
488	13593	7.406078584514922	488
489	14833	2.418677324490242	489
490	16138	13.008074415531402	490
491	17371	6.037383539249433	491
492	18444	5.664803615306738	492
493	19490	7.570997292298801	493
494	20264	12.803515142335897	494
495	20737	11.442464769444603	495
496	2018	28.24057364856527	496
497	2880	26.60920893224788	497
498	3824	21.384340064636685	498
499	4831	30.408058142538295	499
500	5856	21.788299612407403	500
501	6929	24.656439321199546	501
502	8077	23.745315327449426	502
503	9267	22.965191050806375	503
504	10488	25.64566240127141	504
505	11719	22.989780338229203	505
506	12979	23.601906702636786	506
507	14217	24.41823089414956	507
508	15483	24.263758983305838	508
509	16781	21.89611837746611	509
510	17914	26.06645353706548	510
511	18992	25.58378392654253	511
512	19924	21.678791479231304	512
513	20528	20.494145505485577	513
514	2440	15.905030650708856	514
515	3343	13.038788287260582	515
516	4324	17.315888657530508	516
517	5347	13.860014430006794	517
518	6387	9.533624704171896	518
519	7497	9.363759928576119	519
520	8671	12.543125607279299	520
521	9882	21.208488866490022	521
522	11109	11.646887996370486	522
523	12350	11.027692415007053	523
524	13600	9.329523031752107	524
525	14840	11.76860229594002	525
526	16145	5.81807528311473	526
527	17378	9.708243919473293	527
528	18451	12.744018204632095	528
529	19497	12.798828071351167	529
530	20271	7.505997601918053	530
531	2888	24.507345837523573	531
532	3832	25.492155656200975	532
533	4838	16.326665305566657	533
534	5863	24.544856895081672	534
535	6936	24.00520776831521	535
536	8085	22.092532675091256	536
537	9275	23.203878986065586	537
538	10496	24.583734460003882	538
539	11727	23.07076071567654	539
540	12987	21.12652361369412	540
541	14225	19.932385707686063	541
542	15490	16.572265988692585	542
543	16789	21.3784938665012	543
544	17922	21.524404753674975	544
545	18999	16.513025161973502	545
546	19931	20.712556578076367	546
547	2447	9.106591019694852	547
548	3350	9.602083107326603	548
549	4331	8.514693182963201	549
550	5354	19.74487275218562	550
551	6394	2.9154759474234613	551
552	7504	4.899999999999636	552
553	8678	14.393401265857394	553
554	9889	12.05985074534505	554
555	11116	4.079215610874264	555
556	12357	6.484597134749979	556
557	13607	12.434226956269043	557
558	14847	15.223665787188114	558
559	16152	6.5122960620659525	559
560	17385	8.905054744357908	560
561	18458	11.806777714515615	561
562	19504	10.381233067415721	562
563	20278	4.341658669218021	563
564	2895	13.555810562264773	564
565	3839	13.612494260789054	565
566	4845	6.652818951391691	566
567	5870	20.025983121933645	567
568	6944	19.586985475054217	568
569	8092	14.04314779527727	569
570	9282	9.70463806641001	570
571	10503	9.198369420717926	571
572	11734	15.250573759698929	572
573	12994	15.94114174079153	573
574	14232	11.884864324004713	574
575	15497	10.299999999999272	575
576	16796	15.505160431288665	576
577	17929	13.705838172108251	577
578	19006	3.255764119220723	578
579	19938	6.612110101926957	579
580	3357	21.602083232873994	580
581	4339	22.162355470481508	581
582	5362	26.85386378158584	582
583	6401	14.983324063772342	583
584	7511	17.962739212046333	584
585	8685	17.704519197087095	585
586	9896	23.503191272675764	586
587	11123	14.308738588707923	587
588	12364	16.63309953075498	588
589	13614	18.445866745696303	589
590	14854	23.21745033374753	590
591	16159	15.332644912081468	591
592	17392	16.13102600580669	592
593	18465	19.59234544407582	593
594	19511	22.165062598603324	594
595	3846	1.2649110640670642	595
596	4852	4.7074409183762835	596
597	5877	8.188406438374175	597
598	6951	7.762087348130411	598
599	8099	4.949747468305575	599
600	9289	7.294518489935058	600
601	10510	5.23545604508369	601
602	11741	7.158910531638177	602
603	13001	3.0675723300352495	603
604	14239	4.001249804748521	604
605	15504	3.2062439083770506	605
606	16803	4.638965401897688	606
607	17936	1.1401754250992975	607
608	19013	5.852349955360372	608
609	4346	17.04611392664075	609
610	5498	54.585346018872244	610
611	6409	24.161539686038903	611
612	7519	18.233211456022012	612
613	8693	19.318643844741956	613
614	9904	13.50296263787999	614
615	11130	24.839484696747697	615
616	12372	23.13547060251855	616
617	13622	20.577900767570757	617
618	14862	15.140013210034256	618
619	16166	24.545875417267155	619
620	17400	22.27285343192537	620
621	18473	17.10116955064807	621
622	5883	11.560276813294832	622
623	6958	8.44807670419748	623
624	8106	12.030378215167893	624
625	9296	14.989663104953406	625
626	10517	11.18659912573915	626
627	11748	6.435060217278728	627
628	13008	14.190842117366586	628
629	14246	12.826924806827858	629
630	15511	13.6945244532257	630
631	16810	7.8644770964134905	631
632	17943	13.09732797176516	632
633	7526	11.107204868912323	633
634	8700	14.637281168304447	634
635	9911	7.368174807914738	635
636	11138	17.100000000000364	636
637	12378	24.801814449752733	637
638	13629	9.200000000000728	638
639	14869	6.720119046564285	639
640	16174	12.40644993541687	640
641	8113	17.356554957710287	641
642	9303	13.566502865513614	642
643	10524	19.901004999747762	643
644	11755	19.46484009695499	644
645	13015	11.661903789691038	645
646	14253	19.59311103423786	646
647	15518	24.27447218787752	647
648	16817	16.608732642799133	648
649	9918	15.626259949200477	649
650	11145	0.8944271909991024	650
651	12386	5.326349594234358	651
652	13636	5.000999900020002	652
653	14876	13.551752654177742	653
654	16181	20.436486977952733	654
655	10532	21.75890622251111	655
656	11762	21.466718426438195	656
657	13022	24.22498710010051	657
658	14261	17.297687706742426	658
659	15526	14.867750334196323	659
660	12393	6.095900261651543	660
661	13643	7.702596964661431	661
662	14883	12.747548783981149	662
663	16188	7.6531039454593115	663
664	14268	9.013878188659227	664
665	15533	16.324827717314317	665
