genes,in_group_fraction,out_group_fraction,in_out_group_ratio,in_group_mean_exp,out_group_mean_exp,fold_change,pvals_adj,target_dmain,neighbors
VCL,1.0,0.9936440677966102,1.0063965884861408,0.6491276025772095,0.2791999876499176,1.447629690170288,0.0002628924595261428,3,[5]
TWF1,1.0,0.9639830508474576,1.0373626373626375,0.5519271492958069,0.21405652165412903,1.4019591808319092,1.2871643547552333e-05,3,[5]
XRCC6,1.0,0.9978813559322034,1.0021231422505308,0.6715824007987976,0.302299439907074,1.4466968774795532,1.0867478954250163e-05,3,[5]
EIF3M,1.0,0.9872881355932204,1.0128755364806867,0.6915210485458374,0.30145880579948425,1.4770727157592773,6.550604387523074e-06,3,[5]
CHP1,1.0,0.989406779661017,1.0107066381156318,0.5705100297927856,0.22032546997070312,1.4193294048309326,6.272370576500919e-06,3,[5]
RNF7,1.0,0.9872881355932204,1.0128755364806867,0.605617880821228,0.23701640963554382,1.4457112550735474,3.991825961943201e-07,3,[5]
NELL2,1.0,0.9364406779661016,1.0678733031674208,0.6694796085357666,0.2533693313598633,1.5160529613494873,5.529560705379096e-07,3,[5]
HRAS,1.0,0.885593220338983,1.1291866028708135,0.511396050453186,0.17091180384159088,1.4056282043457031,7.164327698488148e-07,3,[5]
CLTB,1.0,0.9936440677966102,1.0063965884861408,0.6276515126228333,0.2520483732223511,1.455869197845459,8.547089262565164e-07,3,[5]
FAM213A,1.0,0.9745762711864406,1.0260869565217392,0.5921307802200317,0.23179841041564941,1.4338058233261108,8.76069045647111e-07,3,[5]
G3BP1,1.0,0.923728813559322,1.0825688073394495,0.6329712271690369,0.2419639229774475,1.4784693717956543,1.0295148949531487e-06,3,[5]
CAST,1.0,0.9872881355932204,1.0128755364806867,0.7729606032371521,0.339690238237381,1.5422930717468262,1.0903239228063334e-06,3,[5]
KTN1,1.0,0.9978813559322034,1.0021231422505308,0.8141170144081116,0.3618444502353668,1.5718802213668823,1.4104242647172972e-06,3,[5]
PITPNB,1.0,0.8707627118644068,1.1484184914841848,0.5457056164741516,0.16784775257110596,1.459155559539795,1.1795064973912915e-50,3,[5]
NDUFC1,1.0,0.934322033898305,1.0702947845804989,0.5528729557991028,0.21268363296985626,1.405213713645935,1.6000012972090931e-06,3,[5]
PSMB1,1.0,0.9703389830508474,1.0305676855895196,0.7362918853759766,0.3241826891899109,1.5099992752075195,1.7461410132868584e-06,3,[5]
MRPL37,1.0,0.940677966101695,1.063063063063063,0.5675649642944336,0.19709254801273346,1.4484186172485352,1.7560078106964722e-06,3,[5]
H2AFY,1.0,0.9809322033898306,1.019438444924406,0.7234417796134949,0.3155460059642792,1.503650426864624,1.793170774251726e-06,3,[5]
PPP2R1A,1.0,0.9152542372881356,1.0925925925925926,0.5857560038566589,0.21098099648952484,1.4546641111373901,2.08329364197876e-06,3,[5]
DYNLT1,1.0,0.9703389830508474,1.0305676855895196,0.519429624080658,0.17909719049930573,1.4054148197174072,2.1758412351111084e-06,3,[5]
ADAR,1.0,0.9957627118644068,1.004255319148936,0.6832325458526611,0.295474648475647,1.473672866821289,2.2068189768300563e-06,3,[5]
SLC7A5,1.0,0.9449152542372882,1.0582959641255605,0.6034577488899231,0.25086721777915955,1.4227484464645386,2.4746546650109974e-06,3,[5]
LTBP1,1.0,0.9639830508474576,1.0373626373626375,0.6247577667236328,0.24863691627979279,1.4566230773925781,2.7820639871937392e-06,3,[5]
P4HB,1.0,0.9978813559322034,1.0021231422505308,0.7092646956443787,0.3169153034687042,1.4804548025131226,4.9171280267605065e-06,3,[5]
GNG12,1.0,0.9194915254237288,1.087557603686636,0.5873292684555054,0.227521151304245,1.4330543279647827,5.608018799547638e-06,3,[5]
PSMB5,1.0,0.9682203389830508,1.0328227571115973,0.6090390682220459,0.25101688504219055,1.4304972887039185,6.255632983311389e-06,3,[5]
EIF4EBP1,1.0,0.940677966101695,1.063063063063063,0.5462326407432556,0.18105536699295044,1.4407693147659302,0.00028869020528632654,3,[5]
LAMTOR5,1.0,0.9915254237288136,1.0085470085470085,0.6008439064025879,0.26180627942085266,1.4035961627960205,0.00032206732000825605,3,[5]
ALKBH5,1.0,0.9300847457627118,1.0751708428246014,0.5252974629402161,0.18876177072525024,1.4000887870788574,3.674331704056086e-07,3,[5]
KLF10,1.0,0.951271186440678,1.0512249443207127,0.5629994869232178,0.22579245269298553,1.401029109954834,0.024488448991814894,3,[5]
BOLA2B,1.0,0.9957627118644068,1.004255319148936,0.6160966157913208,0.2785091698169708,1.4015620946884155,0.011896440322461834,3,[5]
PPL,1.0,0.9851694915254238,1.01505376344086,0.5957618355751038,0.24442711472511292,1.420962929725647,0.014232666626787845,3,[5]
NDUFA4L2,1.0,0.951271186440678,1.0512249443207127,0.5583269000053406,0.21580012142658234,1.4085021018981934,0.016326333417580115,3,[5]
ARF6,1.0,0.9957627118644068,1.004255319148936,0.7245213985443115,0.324100136756897,1.4924533367156982,0.01706420092269509,3,[5]
TMED3,1.0,0.9978813559322034,1.0021231422505308,0.6960301399230957,0.34159913659095764,1.4253692626953125,0.017993200570910934,3,[5]
MVP,1.0,0.9851694915254238,1.01505376344086,0.7624520659446716,0.3919902741909027,1.448403239250183,0.018495635484857,3,[5]
C4ORF3,1.0,0.9978813559322034,1.0021231422505308,0.8311079144477844,0.4261985719203949,1.499166488647461,0.019050319505636296,3,[5]
CSDE1,1.0,0.9978813559322034,1.0021231422505308,0.9227150082588196,0.5350015759468079,1.4736074209213257,0.01989342689447951,3,[5]
IL4R,1.0,0.9322033898305084,1.0727272727272728,0.5589917898178101,0.2170884758234024,1.4076242446899414,0.021945716485575625,3,[5]
ATP5C1,1.0,0.9491525423728814,1.0535714285714286,0.5784130692481995,0.23261526226997375,1.4131169319152832,0.022679148436756422,3,[5]
ETF1,1.0,0.9788135593220338,1.0216450216450217,0.6957862973213196,0.3035465478897095,1.4802926778793335,0.024687267695693092,3,[5]
DBNL,1.0,0.9915254237288136,1.0085470085470085,0.6958885788917542,0.32873231172561646,1.443623423576355,0.00035734118785927496,3,[5]
EIF1AX,1.0,0.9110169491525424,1.0976744186046512,0.580539882183075,0.24258829653263092,1.4020726680755615,0.024959006811427268,3,[5]
TM9SF2,1.0,0.9110169491525424,1.0976744186046512,0.6395174860954285,0.2691473960876465,1.4482704401016235,0.0277137417284919,3,[5]
SNX3,1.0,0.9936440677966102,1.0063965884861408,0.6675575375556946,0.3037858307361603,1.4387456178665161,0.02807978882470246,3,[5]
RAB11A,1.0,0.9915254237288136,1.0085470085470085,0.7324569821357727,0.333352267742157,1.4904897212982178,0.029049188119045336,3,[5]
SRP9,1.0,0.9978813559322034,1.0021231422505308,0.621049165725708,0.2665470838546753,1.4254705905914307,0.030658895330423683,3,[5]
STRAP,1.0,0.9851694915254238,1.01505376344086,0.6695614457130432,0.2809477150440216,1.4749348163604736,0.03211494859839507,3,[5]
LAMB3,1.0,0.9576271186440678,1.0442477876106195,0.670067310333252,0.28966325521469116,1.4628756046295166,0.03477800735723747,3,[5]
SHFM1,1.0,0.951271186440678,1.0512249443207127,0.6417086124420166,0.284114271402359,1.4298853874206543,0.03727993322907002,3,[5]
VAMP3,1.0,0.9872881355932204,1.0128755364806867,0.6184743046760559,0.24481651186943054,1.4530397653579712,0.03820353934959523,3,[5]
C8ORF59,1.0,0.9978813559322034,1.0021231422505308,0.6771374344825745,0.3248065114021301,1.4223791360855103,0.049893060219864574,3,[5]
UFD1L,1.0,0.9533898305084746,1.048888888888889,0.7296449542045593,0.354608952999115,1.4550436735153198,0.011896440322461834,3,[5]
LAMC2,1.0,0.9258474576271186,1.080091533180778,0.6907926797866821,0.25166210532188416,1.5513578653335571,0.00687310969907267,3,[5]
ACTR3,1.0,0.9978813559322034,1.0021231422505308,0.765430212020874,0.35974371433258057,1.500331997871399,0.00512225934426443,3,[5]
MACF1,1.0,0.9936440677966102,1.0063965884861408,0.7284091711044312,0.36865249276161194,1.4329806566238403,0.004542969654550627,3,[5]
UBE2N,1.0,0.9957627118644068,1.004255319148936,0.5616713166236877,0.22006988525390625,1.4071993827819824,0.00040280342350497704,3,[5]
CAPRIN1,1.0,0.9639830508474576,1.0373626373626375,0.629004716873169,0.28696393966674805,1.4078177213668823,0.0004128460721103404,3,[5]
TALDO1,1.0,0.9385593220338984,1.0654627539503385,0.580942690372467,0.19853705167770386,1.465806484222412,0.0004344179412273991,3,[5]
SNAI2,1.0,0.8389830508474576,1.191919191919192,0.4937274754047394,0.15561050176620483,1.4023045301437378,0.0004657332496960772,3,[5]
SPTSSA,1.0,0.9978813559322034,1.0021231422505308,0.6119714379310608,0.2669905424118042,1.4119629859924316,0.0005136036951580726,3,[5]
OPTN,1.0,0.9533898305084746,1.048888888888889,0.6457956433296204,0.28479668498039246,1.4347617626190186,0.0007646043493552139,3,[5]
POLR2A,1.0,0.9957627118644068,1.004255319148936,0.664449155330658,0.2707537114620209,1.482448935508728,0.0008163798135412878,3,[5]
AURKAIP1,1.0,0.9533898305084746,1.048888888888889,0.6144961714744568,0.26422804594039917,1.4194480180740356,0.0008469200023637429,3,[5]
MAPK1IP1L,1.0,0.961864406779661,1.039647577092511,0.5462391972541809,0.19552050530910492,1.4200876951217651,0.0009123515426097665,3,[5]
AMD1,1.0,0.9533898305084746,1.048888888888889,0.5655296444892883,0.2199268788099289,1.4128412008285522,0.0011617423590941996,3,[5]
RBM8A,1.0,0.9576271186440678,1.0442477876106195,0.6267613172531128,0.2401018589735031,1.4720550775527954,0.0012009604588373735,3,[5]
NFE2L1,1.0,0.9915254237288136,1.0085470085470085,0.5595184564590454,0.21987873315811157,1.4044415950775146,0.0015343932760219518,3,[5]
DNAJB1,1.0,0.9957627118644068,1.004255319148936,0.6893794536590576,0.301351398229599,1.4740711450576782,0.001555943521689727,3,[5]
ACADVL,1.0,0.9978813559322034,1.0021231422505308,0.6903588175773621,0.3313421308994293,1.4319205284118652,0.0016260826671084198,3,[5]
CCND1,1.0,0.9809322033898306,1.019438444924406,0.7315708994865417,0.35505613684654236,1.4571969509124756,0.0019920168445055524,3,[5]
NEDD8,1.0,0.9915254237288136,1.0085470085470085,0.739242672920227,0.3896026611328125,1.418556809425354,0.0024372570878728184,3,[5]
CEBPB,1.0,0.9872881355932204,1.0128755364806867,0.7959228157997131,0.37609902024269104,1.5216933488845825,0.0028389222238315924,3,[5]
EPN1,1.0,0.9555084745762712,1.0465631929046564,0.663517415523529,0.2893890142440796,1.4537237882614136,0.0028619133952401624,3,[5]
CAPN1,1.0,0.9682203389830508,1.0328227571115973,0.6042313575744629,0.25676342844963074,1.4154789447784424,0.0030358581722128263,3,[5]
HDGF,1.0,0.9872881355932204,1.0128755364806867,0.7999354600906372,0.37221720814704895,1.5337538719177246,0.0031970786900275025,3,[5]
PLXNB2,1.0,0.9957627118644068,1.004255319148936,0.7108089923858643,0.35850271582603455,1.4223440885543823,0.0034757276493290177,3,[5]
CAB39,1.0,0.9703389830508474,1.0305676855895196,0.6421077251434326,0.22802352905273438,1.5129845142364502,3.746162725259548e-07,3,[5]
EIF6,1.0,0.9978813559322034,1.0021231422505308,0.8467663526535034,0.47151312232017517,1.4553598165512085,1.4734686534512844e-06,3,[5]
UBE2D2,1.0,0.9788135593220338,1.0216450216450217,0.5974169373512268,0.23391501605510712,1.4383574724197388,2.996135351961684e-07,3,[5]
SET,1.0,0.9745762711864406,1.0260869565217392,0.780314028263092,0.36312535405158997,1.5176887512207031,6.114895376226798e-12,3,[5]
PSMB2,1.0,0.9936440677966102,1.0063965884861408,0.6503234505653381,0.23909255862236023,1.5086736679077148,3.446019665379132e-15,3,[5]
PKP3,1.0,0.9555084745762712,1.0465631929046564,0.7872575521469116,0.31019988656044006,1.6113263368606567,5.0524384640961744e-15,3,[5]
TMEM45A,1.0,0.9936440677966102,1.0063965884861408,0.8080530166625977,0.36452925205230713,1.5581881999969482,2.3465550548978436e-14,3,[5]
ATP5J2,1.0,0.9661016949152542,1.0350877192982457,0.6250534653663635,0.21651722490787506,1.5046137571334839,6.254308069873194e-14,3,[5]
PTPRF,1.0,0.9936440677966102,1.0063965884861408,0.7462479472160339,0.322074294090271,1.5283268690109253,1.3370648891613723e-13,3,[5]
RAB18,1.0,0.9576271186440678,1.0442477876106195,0.6130541563034058,0.18756861984729767,1.5303332805633545,6.389061437100787e-13,3,[5]
RAP2B,1.0,0.9533898305084746,1.048888888888889,0.5265787243843079,0.18187344074249268,1.411573886871338,1.7313855091041649e-12,3,[5]
IL1RN,1.0,0.9957627118644068,1.004255319148936,0.8304790258407593,0.3489476144313812,1.6185511350631714,1.749432357214739e-12,3,[5]
CA2,1.0,0.9152542372881356,1.0925925925925926,0.5050222277641296,0.13788484036922455,1.4435960054397583,5.132892504527517e-12,3,[5]
AIM1,1.0,0.913135593220339,1.0951276102088168,0.5925012230873108,0.1857319474220276,1.5019575357437134,7.402743340613576e-12,3,[5]
RAN,1.0,0.9957627118644068,1.004255319148936,0.9130029678344727,0.43200573325157166,1.6176867485046387,1.971446158330707e-15,3,[5]
ITGAV,1.0,0.9872881355932204,1.0128755364806867,0.7575180530548096,0.3369980454444885,1.5227532386779785,7.543977548446669e-12,3,[5]
KLF5,1.0,0.972457627118644,1.028322440087146,0.6157702803611755,0.21641378104686737,1.490864872932434,1.0567413111891994e-11,3,[5]
CBR1,1.0,0.9597457627118644,1.0419426048565121,0.5784569978713989,0.23321253061294556,1.4123351573944092,2.3978784948155357e-07,3,[5]
TPBG,1.0,0.9745762711864406,1.0260869565217392,0.6101021766662598,0.21051205694675446,1.4912132024765015,2.3088978930147715e-11,3,[5]
PSMD2,1.0,0.9915254237288136,1.0085470085470085,0.8141964673995972,0.3248363733291626,1.6312719583511353,2.9616012689477945e-11,3,[5]
ZNF185,1.0,0.9067796610169492,1.102803738317757,0.5524938702583313,0.14776892960071564,1.4988901615142822,5.550174889210775e-11,3,[5]
SNRPD3,1.0,0.9004237288135594,1.1105882352941177,0.6278094053268433,0.22077229619026184,1.5023598670959473,6.510988769473156e-11,3,[5]
PRNP,1.0,0.989406779661017,1.0107066381156318,0.8887602090835571,0.43008264899253845,1.5819804668426514,8.55142119247057e-11,3,[5]
TMEM43,1.0,0.934322033898305,1.0702947845804989,0.5254451632499695,0.1846228390932083,1.4061033725738525,1.8572685748951693e-10,3,[5]
PROM2,1.0,0.940677966101695,1.063063063063063,0.5871109962463379,0.16325296461582184,1.5278446674346924,2.070352366888683e-15,3,[5]
ITGA6,1.0,0.9851694915254238,1.01505376344086,0.8092472553253174,0.31069982051849365,1.646328091621399,1.930438772214877e-15,3,[5]
ARPP19,1.0,0.9661016949152542,1.0350877192982457,0.6143580675125122,0.21413776278495789,1.4921534061431885,2.3687473194896026e-10,3,[5]
FAM83H,1.0,0.902542372881356,1.107981220657277,0.6747646331787109,0.18987075984477997,1.6240025758743286,9.306068000897705e-22,3,[5]
PTBP3,1.0,0.989406779661017,1.0107066381156318,0.7404965162277222,0.32010141015052795,1.5225629806518555,9.195676854309731e-35,3,[5]
TP63,1.0,0.913135593220339,1.0951276102088168,0.7592912912368774,0.21927782893180847,1.7160298824310303,1.8692145232349902e-34,3,[5]
GALNT6,1.0,0.798728813559322,1.2519893899204244,0.5148872137069702,0.1187867671251297,1.4860185384750366,4.626584029228776e-32,3,[5]
EPPK1,1.0,0.934322033898305,1.0702947845804989,0.4716756045818329,0.12005104869604111,1.4213746786117554,2.2341566997003664e-28,3,[5]
LTB4R,1.0,0.9300847457627118,1.0751708428246014,0.5639131665229797,0.1844378113746643,1.461517572402954,1.2239252573701643e-25,3,[5]
LAD1,1.0,0.9915254237288136,1.0085470085470085,0.8988521099090576,0.3692845106124878,1.698197841644287,2.64196756181701e-25,3,[5]
ANXA8L1,1.0,0.9872881355932204,1.0128755364806867,0.8592529892921448,0.30271047353744507,1.744629979133606,5.325610538624332e-24,3,[5]
CDH3,1.0,0.9830508474576272,1.0172413793103448,0.8540897369384766,0.2646104097366333,1.8030493259429932,4.0386945738657043e-23,3,[5]
SLC39A6,1.0,0.9533898305084746,1.048888888888889,0.6823350191116333,0.2321794331073761,1.5685561895370483,8.520798357450144e-23,3,[5]
ANXA7,1.0,0.9639830508474576,1.0373626373626375,0.6125892996788025,0.23648510873317719,1.4565987586975098,5.674193790645908e-19,3,[5]
ITGB4,1.0,0.989406779661017,1.0107066381156318,0.7392470240592957,0.32227441668510437,1.5173609256744385,1.067043662132745e-15,3,[5]
ARL6IP1,1.0,0.847457627118644,1.1800000000000002,0.582432210445404,0.16562001407146454,1.5171176195144653,9.643166568691323e-19,3,[5]
TMEM54,1.0,0.9427966101694916,1.0606741573033707,0.6228668689727783,0.2012825310230255,1.5243747234344482,2.642219162173598e-18,3,[5]
LAMP2,1.0,0.9957627118644068,1.004255319148936,0.6892340779304504,0.2556265592575073,1.5428131818771362,2.398605173931304e-17,3,[5]
TFG,1.0,0.9449152542372882,1.0582959641255605,0.5902897715568542,0.1776319295167923,1.5108280181884766,3.316224459528009e-17,3,[5]
RAB10,1.0,0.9851694915254238,1.01505376344086,0.6827500462532043,0.2609771490097046,1.5246622562408447,5.66599758201194e-17,3,[5]
AHNAK2,1.0,0.9978813559322034,1.0021231422505308,0.8291444182395935,0.3932442367076874,1.5463542938232422,1.7985140911700604e-16,3,[5]
EIF2S2,1.0,0.9957627118644068,1.004255319148936,0.7552456259727478,0.31975847482681274,1.5457159280776978,2.5430853423921037e-16,3,[5]
CAV2,1.0,0.972457627118644,1.028322440087146,0.5801506042480469,0.1906079649925232,1.476305365562439,7.603554196691077e-16,3,[5]
AIDA,1.0,0.7584745762711864,1.318435754189944,0.4702613651752472,0.12848955392837524,1.407439112663269,8.820194384734221e-16,3,[5]
PPA1,1.0,0.9978813559322034,1.0021231422505308,0.7294101119041443,0.3179590106010437,1.5090059041976929,2.206900524437412e-10,3,[5]
B4GALT2,1.0,0.972457627118644,1.028322440087146,0.5469660758972168,0.1963316947221756,1.4199681282043457,1.4871788669446037e-11,3,[5]
LAP3,1.0,0.9957627118644068,1.004255319148936,0.7926219701766968,0.43255653977394104,1.4334231615066528,0.00668002129266447,3,[5]
TACSTD2,1.0,0.9597457627118644,1.0419426048565121,0.6679502129554749,0.23076234757900238,1.548346757888794,2.9763076783563487e-09,3,[5]
SERPINB3,1.0,0.9978813559322034,1.0021231422505308,0.6890669465065002,0.24366308748722076,1.5611203908920288,1.870585233387859e-08,3,[5]
C19ORF33,1.0,0.9957627118644068,1.004255319148936,0.6445615887641907,0.26915615797042847,1.4555814266204834,1.7005613506949345e-09,3,[5]
GIPC1,1.0,0.9978813559322034,1.0021231422505308,0.6196032166481018,0.23119138181209564,1.4746369123458862,7.426711625904447e-08,3,[5]
IPO5,1.0,0.9300847457627118,1.0751708428246014,0.5847498774528503,0.22621218860149384,1.4312348365783691,7.317840473528544e-08,3,[5]
NCKAP1,1.0,0.9745762711864406,1.0260869565217392,0.5799180269241333,0.21263056993484497,1.4438127279281616,2.1878042666885334e-09,3,[5]
CDKN1A,1.0,0.961864406779661,1.039647577092511,0.5665155649185181,0.21385927498340607,1.4228419065475464,2.5270141835428898e-09,3,[5]
GAPDH,1.0,0.9682203389830508,1.0328227571115973,0.965211808681488,0.5005325675010681,1.591503620147705,4.406488686741473e-09,3,[5]
PPP2CA,1.0,0.9936440677966102,1.0063965884861408,0.623227596282959,0.25913205742836,1.4392116069793701,9.781271656922441e-08,3,[5]
VPS26A,1.0,0.8453389830508474,1.1829573934837092,0.511559009552002,0.15157079696655273,1.4333124160766602,6.32493097621738e-09,3,[5]
CD47,1.0,0.9915254237288136,1.0085470085470085,0.737066388130188,0.32472556829452515,1.5103490352630615,6.416622610006251e-08,3,[5]
PGAM1,1.0,0.9978813559322034,1.0021231422505308,0.787150502204895,0.3380231559276581,1.5669442415237427,6.386448046589831e-09,3,[5]
PPP4R1,1.0,0.951271186440678,1.0512249443207127,0.541241466999054,0.17641644179821014,1.440261960029602,7.662739395965754e-09,3,[5]
HIGD1A,1.0,0.9745762711864406,1.0260869565217392,0.6836706399917603,0.24849775433540344,1.5452301502227783,3.8941881715297444e-08,3,[5]
CCT3,1.0,0.9788135593220338,1.0216450216450217,0.6708581447601318,0.25934934616088867,1.509092926979065,2.9103362254438648e-08,3,[5]
PDCD6IP,1.0,0.9809322033898306,1.019438444924406,0.5383636951446533,0.18900839984416962,1.418152928352356,8.95778134186441e-08,3,[5]
TAX1BP3,1.0,0.9766949152542372,1.0238611713665944,0.6707092523574829,0.28426119685173035,1.4717438220977783,1.6343670959408836e-09,3,[5]
NPEPPS,1.0,0.9682203389830508,1.0328227571115973,0.542901337146759,0.16684190928936005,1.456533432006836,1.2019081766629714e-09,3,[5]
RALB,1.0,0.9555084745762712,1.0465631929046564,0.5313537120819092,0.17059504985809326,1.4344171285629272,1.9131427648205393e-07,3,[5]
SPINK6,1.0,0.9978813559322034,1.0021231422505308,0.8093552589416504,0.311322957277298,1.6454802751541138,4.951055692999154e-10,3,[5]
COL5A3,1.0,0.989406779661017,1.0107066381156318,0.7805455327033997,0.37292489409446716,1.5032366514205933,2.2411699704425523e-07,3,[5]
SERPINB13,1.0,0.9788135593220338,1.0216450216450217,0.5895691514015198,0.18465155363082886,1.4991788864135742,5.190234192385834e-10,3,[5]
CNDP2,1.0,0.9682203389830508,1.0328227571115973,0.6154882907867432,0.2230362743139267,1.4806067943572998,5.308838089762157e-10,3,[5]
PRPF40A,1.0,0.8961864406779662,1.1158392434988178,0.5952596664428711,0.20710614323616028,1.4742560386657715,9.192620141781147e-10,3,[5]
ATP5H,1.0,0.9978813559322034,1.0021231422505308,0.7363454103469849,0.3747560381889343,1.4356093406677246,7.75027981831483e-09,3,[5]
SLC9A3R1,1.0,0.9978813559322034,1.0021231422505308,0.648099422454834,0.25359395146369934,1.4836503267288208,1.5250253622916522e-07,3,[5]
TRMT112,1.0,0.8771186440677966,1.1400966183574879,0.5338670611381531,0.1656806915998459,1.4451111555099487,1.285686388144088e-07,3,[5]
BZW1,1.0,0.9915254237288136,1.0085470085470085,0.8085457682609558,0.35956045985221863,1.5667215585708618,1.0289083741080993e-09,3,[5]
LDLR,1.0,0.989406779661017,1.0107066381156318,0.5337719917297363,0.178152933716774,1.4270637035369873,1.0682563861091317e-07,3,[5]
GSPT1,1.0,0.9258474576271186,1.080091533180778,0.6333193182945251,0.21486219763755798,1.5196151733398438,1.047725663656874e-07,3,[5]
TMEM40,0.9983974358974359,0.7690677966101694,1.2981917072826166,0.4993787705898285,0.09734219312667847,1.494865894317627,1.0203398294253617e-33,3,[5]
FAM129B,0.9983974358974359,0.9745762711864406,1.0244425863991082,0.6371329426765442,0.2521291673183441,1.4696197509765625,7.3191959165204335e-22,3,[5]
RNPS1,0.9983974358974359,0.9555084745762712,1.0448860083006424,0.4951017498970032,0.15407168865203857,1.4063955545425415,1.119310826317541e-07,3,[5]
GGH,0.9983974358974359,0.875,1.141025641025641,0.5392828583717346,0.1535867154598236,1.4706376791000366,1.7194608116549508e-16,3,[5]
HN1,0.9983974358974359,0.9978813559322034,1.0005171756764113,0.6681997776031494,0.2810777425765991,1.4727362394332886,0.009127459057972668,3,[5]
